,business_status,name,place_id,price_level,rating,user_ratings_total
16328,OPERATIONAL,Emmaus Ave Market,ChIJj9P0RgY8xIkR5sH4r6PTHe0,,4.6,9.0
16329,OPERATIONAL,Kentucky fried Chicken,ChIJsVGOZz87xIkRu6pUxIulfsA,,,
16330,OPERATIONAL,Bolete,ChIJhabH26E-xIkRLS3iPC8kq7o,4.0,4.7,597.0
16331,OPERATIONAL,Arelis Italian Restaurante,ChIJLxzg36E-xIkRu-bcGmDI7ts,2.0,4.4,183.0
16332,OPERATIONAL,Star Culinaire,ChIJz0QiYJ8-xIkRhZi-UbUkhNc,,,
16333,OPERATIONAL,Asia Restaurant,ChIJ3V4DvwE8xIkR7CnxjUBuwWY,2.0,4.5,216.0
16334,OPERATIONAL,Mama Minniti's,ChIJM5tzlEg_xIkRFJWSFX4f_2Y,,4.9,20.0
16335,OPERATIONAL,Yianni's Taverna,ChIJByLkhYA-xIkREqLi1aSf0JE,2.0,4.5,160.0
16336,OPERATIONAL,Matey's Famous Steaks & Pizza,ChIJyX8X448-xIkRywQehsWYF7c,2.0,4.5,387.0
16337,OPERATIONAL,Wawa,ChIJ6fmknZo-xIkRIpTgfIi5-bI,1.0,4.2,52.0
16338,OPERATIONAL,Lorenzo's Pizza,ChIJyfy7ppo-xIkR9mxVK7WWSPc,1.0,4.4,289.0
16339,OPERATIONAL,Mario's Pizza Cafe,ChIJdVdYxSw8xIkREe7ExE89UUA,,4.0,99.0
16340,OPERATIONAL,No. 1 Chinese Restaurant,ChIJEW8P_dQ9xIkRhcWpXZ1RFo4,1.0,4.1,81.0
16341,OPERATIONAL,Lok Yuan,ChIJ4Xtwfok-xIkRG5myB5nlfhU,1.0,4.0,126.0
16342,OPERATIONAL,Art Cafe,ChIJwW39KC08xIkRU5w0-PlxqaA,2.0,4.7,81.0
16343,OPERATIONAL,The Vineyard,ChIJnXiUjIo-xIkR8dNeUQmqxkI,2.0,4.7,293.0
16344,OPERATIONAL,Casa Mia,ChIJGYJ_odU9xIkRtlyB2Wdr1sA,2.0,4.2,85.0
16345,OPERATIONAL,Cuquita Restaurant,ChIJ4Xtwfok-xIkR16AsV9EyAng,2.0,4.4,496.0
16346,OPERATIONAL,Matey's American Pizza Company,ChIJyX8X448-xIkRHQrb6Cy9OTM,,5.0,2.0
16347,OPERATIONAL,Gametime Sports Bar & Grille,ChIJeZPrrp0_xIkR5Xmgq__xYYE,,,
16348,OPERATIONAL,Gametime Sports Bar & Grille,ChIJU7dZhRo_xIkRtXYA-u8G0xQ,,,
16349,OPERATIONAL,Dunkin',ChIJveIEptQ9xIkR7NI3DkatM7g,1.0,4.0,66.0
16350,OPERATIONAL,Washington Republican Association,ChIJXV0mAmE-xIkR3QdVMMTsFK8,,3.7,7.0
16351,OPERATIONAL,Oriental Gourmet,ChIJUQHhKS08xIkRL3U52XIB3uQ,,4.5,85.0
16352,OPERATIONAL,Nick's BBQ,ChIJI4XdrtY5xIkRsG_XUpjziEM,2.0,4.0,14.0
16353,CLOSED_TEMPORARILY,Hero's Kafe,ChIJlyCmvSY_xIkRzu10aQ9Kh4o,,5.0,2.0
16354,OPERATIONAL,Hawk's Nest,ChIJy83uCmg-xIkRlv1x_gy0r6g,,4.3,30.0
16355,OPERATIONAL,Slovak Gymnastic Union Sokol,ChIJ28kki0E-xIkRqlpm0AQE_ts,,4.4,18.0
16356,OPERATIONAL,Waffle House,ChIJDYzCpPcVxIkR0j98veiM9Vg,1.0,4.3,1987.0
16357,OPERATIONAL,Wendy's,ChIJ642k8PUVxIkREpy8ryNgjCM,1.0,3.0,1699.0
16358,OPERATIONAL,Beer Mussels Bar & Grill,ChIJn9U0_gE-xIkRXNB9w8iw6TA,1.0,4.3,172.0
16359,OPERATIONAL,Steel Club,ChIJ3_uttvwVxIkRYpT0iNoyDXg,,4.5,300.0
16360,OPERATIONAL,Limon - Authentic Turkish Kebap House,ChIJ9_Ftff8VxIkRsA8kswAwdBI,2.0,4.8,415.0
16361,OPERATIONAL,Hellertown Crossroads Hotel,ChIJfUwdZvgVxIkR2uZWJbQ8aWc,1.0,4.4,816.0
16362,OPERATIONAL,Rocco's Pizzeria & Italian,ChIJ8QRq1wE-xIkR0BqPL253-2s,1.0,4.2,197.0
16363,OPERATIONAL,Paprikas,ChIJE5Hi_AE-xIkRxR19CBQVLV4,2.0,4.6,276.0
16364,OPERATIONAL,Papa John's Pizza,ChIJLcwqAgI-xIkRlOXsd0A_geA,1.0,4.0,53.0
16365,OPERATIONAL,Vassi's Drive-In,ChIJK7-n2vcVxIkR2WFagHk-nmI,1.0,4.5,683.0
16366,OPERATIONAL,Drip - The Flavor Lab,ChIJc0x9ZyU_xIkRYs3WJkNGTw8,2.0,4.6,143.0
16367,OPERATIONAL,Tasty Dish Chinese Street Food,ChIJL88m5QE-xIkR_U2cCUH6YN4,2.0,4.4,63.0
16368,OPERATIONAL,Rita's Italian Ice & Frozen Custard,ChIJb3Ia3wE-xIkRu_fnzB8B5SQ,1.0,4.7,150.0
16369,OPERATIONAL,The Beam Yard at Steel Club,ChIJPbXYbfsVxIkRhk6WGmY0lxA,,4.4,29.0
16370,OPERATIONAL,Steel Club,ChIJ3_uttvwVxIkRYpT0iNoyDXg,,4.5,300.0
16371,OPERATIONAL,The Beam Yard at Steel Club,ChIJPbXYbfsVxIkRhk6WGmY0lxA,,4.4,29.0
16372,OPERATIONAL,Riegelsville Inn,ChIJyxMQNlASxIkRuWGvLs7bQ_s,2.0,4.3,538.0
16373,OPERATIONAL,Bowman's North,ChIJdw_fGEkSxIkRQiLEqkByTEE,2.0,4.5,476.0
16374,OPERATIONAL,Borderline Cafe,ChIJr4rXNJQTxIkREtBqGFB7cmI,1.0,4.5,165.0
16375,OPERATIONAL,Someday Cafe & Roastery,ChIJkwgZ-TUSxIkRy9ptszh4jvY,2.0,4.7,215.0
16376,OPERATIONAL,the hungry locktender,ChIJy0yAgEITxIkRgcYkLcOfy3Y,,,
16377,OPERATIONAL,Mezza Luna Pizza,ChIJFXjRugcNxIkRj5T03tRjGwo,2.0,4.5,174.0
16378,OPERATIONAL,Asian Yummy,ChIJAwC8ugcNxIkRRt0Q354U0Tk,,4.5,66.0
16379,OPERATIONAL,The Grill at The Pittstown Inn,ChIJOyxHGmX1w4kRGU4DnR923NQ,2.0,4.6,288.0
16380,OPERATIONAL,Lucky Fortune,ChIJMTyL_1Xzw4kRP-JlMrUuw3Y,1.0,4.3,69.0
16381,OPERATIONAL,Natale's Italian Restaurant,ChIJ38U73VXzw4kR3O3-qbcKKg4,1.0,4.3,87.0
16382,OPERATIONAL,31 South Grille and Deli,ChIJs5MObg_1w4kRQ4Jqg5zNlXE,,4.8,80.0
16383,OPERATIONAL,30 Burgers,ChIJAWgDBG6Tw4kR5Hmcz8NAfnY,1.0,4.4,432.0
16384,OPERATIONAL,Grandma's,ChIJ0aqMuYGTw4kRM-yIwwvKmyQ,1.0,4.7,124.0
16385,OPERATIONAL,Starbucks,ChIJO6_eMn2Tw4kRsR6AXFzZYz0,2.0,4.4,334.0
16386,OPERATIONAL,Subway,ChIJ8QbSWmWTw4kRh7D8uvFbJy8,1.0,3.4,28.0
16387,OPERATIONAL,Dunkin',ChIJNTBOdvGVw4kRH5SauFegO08,1.0,4.3,59.0
16388,OPERATIONAL,Wendy's,ChIJbaZ0cGOTw4kRbYZd_9L3NUg,1.0,3.8,431.0
16389,OPERATIONAL,Toscanas Pizzeria & Restaurant,ChIJ_SZAGcOUw4kRj9DPYoxrlDU,2.0,4.3,203.0
16390,OPERATIONAL,China Moon,ChIJCadUffK_w4kRq_C_rptZaF8,1.0,4.3,101.0
16391,OPERATIONAL,Coffee Grinder Cafe,ChIJm7sc1tyUw4kRWpHuBOoPo5s,1.0,4.4,138.0
16392,OPERATIONAL,McDonald's,ChIJHXFsePeVw4kRwgtA5lDXJpo,,,
16393,OPERATIONAL,Dunkin',ChIJNTBOdvGVw4kRH5SauFegO08,1.0,4.3,59.0
16394,OPERATIONAL,Auntie Anne's,ChIJb1FohRWVw4kRgAUNfghmF5w,1.0,3.7,21.0
16395,OPERATIONAL,Nathan's Famous,ChIJl07YZxWVw4kRNjps5dmuZmk,1.0,3.7,103.0
16396,OPERATIONAL,Sbarro,ChIJl07YZxWVw4kRXdhDd349XQQ,1.0,3.4,29.0
16397,OPERATIONAL,Green Knoll Grill,ChIJNzJAtw6Vw4kRseaZL2s-1W8,2.0,4.1,857.0
16398,OPERATIONAL,EMI,ChIJN1iHKAmVw4kRo1ZP6IjxtUM,,2.0,1.0
16399,OPERATIONAL,Master Wok,ChIJMVbkWk-Vw4kRnqVSAic052c,,4.1,41.0
16400,OPERATIONAL,The Cheesecake Factory,ChIJl07YZxWVw4kR0HYiHY9G3HE,2.0,4.2,1865.0
16401,OPERATIONAL,Starbucks,ChIJ_____w-Vw4kRruZr4v7cNng,2.0,4.1,309.0
16402,OPERATIONAL,Seasons 52,ChIJJ-18phWVw4kR0LyavhNrBX8,2.0,4.4,1316.0
16403,OPERATIONAL,California Pizza Kitchen at Bridgewater Commons,ChIJl07YZxWVw4kR3X1pnBy8rEw,2.0,4.1,764.0
16404,OPERATIONAL,Redstone American Grill,ChIJCemhLz6Vw4kRgi8KjXTAIok,,4.3,721.0
16405,OPERATIONAL,Crêpes Du Nord,ChIJi31afhWVw4kROGvRF47Ru8M,,4.3,63.0
16406,OPERATIONAL,Bananas,ChIJxRav1j-Vw4kRZIifEEuxxTY,,4.0,18.0
16407,OPERATIONAL,Park Place Cafe,ChIJ8aqX1xeVw4kRXljN5cuIf7Y,,4.0,2.0
16408,OPERATIONAL,QDOBA Mexican Eats,ChIJcX5rL1WVw4kRJV_vrfZlDB8,1.0,3.9,8.0
16409,OPERATIONAL,Saladworks,ChIJl07YZxWVw4kRWs0ozd1iwHM,2.0,3.2,20.0
16410,OPERATIONAL,Arthur Treacher's,ChIJvahVBxWVw4kRT91Fz9Gsmjo,,3.3,25.0
16411,OPERATIONAL,McDonald's,ChIJHXFsePeVw4kRwgtA5lDXJpo,,,
16412,OPERATIONAL,Sarku Japan,ChIJR6WTPyiVw4kRkbW43EU5rRU,1.0,4.4,23.0
16413,OPERATIONAL,Charleys Philly Steaks,ChIJ3d8I2T-Vw4kRhwLA1fv7Ft0,1.0,3.7,38.0
16414,OPERATIONAL,Nathan's Famous,ChIJl07YZxWVw4kRNjps5dmuZmk,1.0,3.7,103.0
16415,OPERATIONAL,Sbarro,ChIJl07YZxWVw4kRXdhDd349XQQ,1.0,3.4,29.0
16416,OPERATIONAL,Auntie Anne's,ChIJb1FohRWVw4kRgAUNfghmF5w,1.0,3.7,21.0
16417,OPERATIONAL,Maggiano's Little Italy,ChIJiy6DMkCVw4kRmG_7CSEedaI,2.0,4.4,1949.0
16418,OPERATIONAL,Thai Kitchen,ChIJFxVXxAmVw4kReyjSAGzdh4I,2.0,4.5,853.0
16419,OPERATIONAL,Buffalo Wild Wings,ChIJSaCECkOVw4kRb87tmtqVrIU,2.0,4.1,1708.0
16420,OPERATIONAL,Master Wok,ChIJMVbkWk-Vw4kRnqVSAic052c,,4.1,41.0
16421,OPERATIONAL,Booker & Zinc,ChIJw6OO2kGVw4kRE4PwhuYrKQo,2.0,4.0,49.0
16422,OPERATIONAL,The Cheesecake Factory,ChIJl07YZxWVw4kR0HYiHY9G3HE,2.0,4.2,1865.0
16423,OPERATIONAL,Starbucks,ChIJZwZs-ECVw4kR_rqrYqZAHAs,2.0,4.2,181.0
16424,OPERATIONAL,CHIPOTLE,ChIJY3Vps0GVw4kRmGBmIVK4eW8,1.0,3.9,731.0
16425,OPERATIONAL,Starbucks,ChIJ_____w-Vw4kRruZr4v7cNng,2.0,4.1,309.0
16426,OPERATIONAL,Seasons 52,ChIJJ-18phWVw4kR0LyavhNrBX8,2.0,4.4,1316.0
16427,OPERATIONAL,California Pizza Kitchen at Bridgewater Commons,ChIJl07YZxWVw4kR3X1pnBy8rEw,2.0,4.1,764.0
16428,OPERATIONAL,Bananas,ChIJxRav1j-Vw4kRZIifEEuxxTY,,4.0,18.0
16429,OPERATIONAL,Crêpes Du Nord,ChIJi31afhWVw4kROGvRF47Ru8M,,4.3,63.0
16430,OPERATIONAL,Redstone American Grill,ChIJCemhLz6Vw4kRgi8KjXTAIok,,4.3,721.0
16431,OPERATIONAL,CAVA,ChIJfWAEuPe_w4kRMEIU5cX28-k,1.0,4.4,643.0
16432,OPERATIONAL,Saladworks,ChIJl07YZxWVw4kRWs0ozd1iwHM,2.0,3.2,20.0
16433,OPERATIONAL,Rita's Italian Ice & Frozen Custard,ChIJLVGdWGmVw4kRV-bAnPkwe0U,1.0,4.6,91.0
16434,OPERATIONAL,Pizza Brothers of Martinsville,ChIJ9yaOdk2-w4kR6rrYCrCl3rw,1.0,4.2,67.0
16435,OPERATIONAL,Joe's Pizza,ChIJfWm_ZUy-w4kRx9ZnpgKpYsY,1.0,4.7,118.0
16436,OPERATIONAL,Lombardi Pizza Co.,ChIJL8xHU0y-w4kRQmDB53uZsJM,2.0,4.5,253.0
16437,OPERATIONAL,Cafe Venezia,ChIJuzrTa0y-w4kRszp1ovtkTNw,2.0,4.8,238.0
16438,OPERATIONAL,Gabriel’s Fountain Kitchen & Creamery,ChIJ1bzAUky-w4kR5wlbpGGryc4,2.0,4.6,690.0
16439,OPERATIONAL,Benny's Kitchen,ChIJS_2j-Uu-w4kRLogHOp-JZ8U,2.0,4.6,51.0
16440,OPERATIONAL,Panatieri's Pizza & Pasta Italian Restaurant,ChIJS_2j-Uu-w4kRkXdRiPk5RxY,2.0,4.4,150.0
16441,OPERATIONAL,Dunkin',ChIJj-DN9Eu-w4kRH35_-yeA6uE,1.0,3.9,116.0
16442,OPERATIONAL,Yoshi Sushi Martinsville,ChIJC3J8fnS_w4kRRGeYfudtYO0,,4.9,29.0
16443,OPERATIONAL,Hills of Herat,ChIJo0aJcE2-w4kRDoKRWRHLZ58,2.0,4.8,351.0
16444,OPERATIONAL,Martinsville Tavern,ChIJR50pHeC_w4kRXF-P2IO2Nvs,,4.7,129.0
16445,OPERATIONAL,Bowlmor Green Brook,ChIJLdjhVy-_w4kR-BYGkeGzJoU,,4.0,1609.0
16446,OPERATIONAL,White Castle,ChIJC-YcbSm_w4kRsApos-Z5YAo,1.0,4.1,1112.0
16447,OPERATIONAL,Just Subs Greenbrook,ChIJA5Gzziq5w4kRTkF1f-fpISA,1.0,4.3,386.0
16448,OPERATIONAL,House of Thai,ChIJNcsLUGu5w4kR8kMH0QuJV2Y,2.0,4.5,212.0
16449,OPERATIONAL,Starbucks,ChIJRZrlxSq5w4kRuKzgah2yaZM,2.0,4.3,442.0
16450,OPERATIONAL,Sunset Diner,ChIJ9fbWJSm_w4kR1NDPZ0mtt8c,1.0,4.0,920.0
16451,OPERATIONAL,Dunkin',ChIJcyAzgSq_w4kRBf0y5qTk62U,1.0,4.4,65.0
16452,OPERATIONAL,Green Brook Pancake House,ChIJmQvIU9W-w4kRBGetC0nC84Q,2.0,4.3,742.0
16453,OPERATIONAL,Dan Zai Ramen & Sushi House,ChIJMyc-Mmq_w4kRdEiD49_eyrc,2.0,4.6,283.0
16454,CLOSED_TEMPORARILY,Desi Mojo Foods,ChIJs4lEpX2_w4kRB-Vz35mRnLg,,4.8,36.0
16455,OPERATIONAL,Martino's Italian Deli,ChIJ54qO8Su5w4kR2lJRJnnh-xk,,5.0,6.0
16456,OPERATIONAL,DARIUS GRILL GRILL GRILL,ChIJqb2f2Mm5w4kRMgdT6WX4QP4,2.0,5.0,14.0
16457,OPERATIONAL,Carrabba's Italian Grill,ChIJb2MDfnK6w4kRhD_jXTb0M3E,2.0,4.2,698.0
16458,OPERATIONAL,Roxy & Dukes Roadhouse,ChIJD6BYsh-5w4kR9-XHMxQvU20,1.0,4.5,93.0
16459,OPERATIONAL,Shogun 22,ChIJWSzORj65w4kRd9X4y04iOBg,2.0,4.0,201.0
16460,OPERATIONAL,Just Subs Greenbrook,ChIJA5Gzziq5w4kRTkF1f-fpISA,1.0,4.3,386.0
16461,OPERATIONAL,Sonic Drive-In,ChIJd9htFjy5w4kRqSAJUxW61Zc,1.0,4.0,784.0
16462,OPERATIONAL,Dunkin',ChIJ5f2e-t-4w4kR7ou6pyJk8lw,1.0,4.0,208.0
16463,OPERATIONAL,PUNTO COLOMBIANO,ChIJ53h2ZB26w4kRC4BKldsWZFs,,4.3,272.0
16464,OPERATIONAL,Starbucks,ChIJRZrlxSq5w4kRuKzgah2yaZM,2.0,4.3,442.0
16465,OPERATIONAL,Carpaccio Ristorante,ChIJfyu4EtG4w4kR66EqhupVyI8,2.0,4.3,282.0
16466,OPERATIONAL,New Great Wok,ChIJZ6Ij7t-4w4kRGeJuqvzOgpA,,4.3,56.0
16467,OPERATIONAL,Ganesh Divine,ChIJU83zHtG4w4kRFnwx5Y9Fhr8,,4.5,113.0
16468,OPERATIONAL,Tim Kerwin's Tavern,ChIJIbFK1di4w4kRpS9SYvcxz3E,1.0,4.3,260.0
16469,OPERATIONAL,Taco Bell,ChIJa10WyDq5w4kRLeTZXu8376E,1.0,4.0,621.0
16470,OPERATIONAL,Giuseppe's Pizza-Green Brook,ChIJ1WTN0ha5w4kRSGEKaKSoQH4,,3.9,119.0
16471,OPERATIONAL,Dunkin',ChIJ6R1Ewzq5w4kRcfIDHoEm3xQ,1.0,3.8,69.0
16472,OPERATIONAL,Mr Assante Pizza,ChIJmwIKczy5w4kR8ZpmNkNFObA,,4.6,169.0
16473,OPERATIONAL,Romano's 24 II,ChIJe65zsdC4w4kRxHlufZt9uJg,1.0,4.0,150.0
16474,OPERATIONAL,Dunellen BBQ,ChIJAcP7Kxy5w4kRIMLJ_LdIfpA,1.0,4.3,511.0
16475,OPERATIONAL,Burger King,ChIJ6Yx2iT65w4kRxcki4ov3E-o,1.0,4.0,247.0
16476,OPERATIONAL,On the Run,ChIJ-WYUqS-5w4kR509p6BTNi2o,1.0,4.0,1.0
16477,OPERATIONAL,Roxy & Dukes Roadhouse,ChIJD6BYsh-5w4kR9-XHMxQvU20,1.0,4.5,93.0
16478,OPERATIONAL,Planet Chicken,ChIJbb5WJgW5w4kR9qms0V3rhxo,2.0,4.4,782.0
16479,OPERATIONAL,Spain Inn,ChIJPdh7JK-5w4kRfVowk7yFH8Y,2.0,4.4,749.0
16480,OPERATIONAL,Panda Restaurant,ChIJzVVzzQS5w4kROfwNnyAK2A8,1.0,3.8,65.0
16481,OPERATIONAL,30 Burgers & Mike's Subs,ChIJbcTG3wS5w4kRpdOOS1UMD1w,1.0,4.4,371.0
16482,OPERATIONAL,Seafood Boil,ChIJoUCNmgW5w4kRvcuqSZEcBpo,,4.4,343.0
16483,OPERATIONAL,The Rathskeller,ChIJy5rPOgW5w4kROI3J5eNSyY8,,4.6,43.0
16484,OPERATIONAL,Maggie Murray's Pub House,ChIJ0Zk2KAW5w4kRLnKVQ5Fw78w,1.0,4.2,128.0
16485,OPERATIONAL,Subway,ChIJQTG6TP64w4kR__m-A62EGGc,1.0,3.9,72.0
16486,OPERATIONAL,Mis Amigos,ChIJQTYtShu5w4kRFSlzG48e2fQ,1.0,4.5,606.0
16487,OPERATIONAL,Rome Pizza,ChIJeUHN0QS5w4kR8VwYHBNXzdw,1.0,4.7,157.0
16488,OPERATIONAL,Dunellen Hotel,ChIJI_m6OgW5w4kR9qDub61ITYY,2.0,4.4,336.0
16489,OPERATIONAL,QuickChek,ChIJY1vBYBu5w4kRoWpqlaImJzk,,3.4,21.0
16490,OPERATIONAL,Dunellen BBQ,ChIJAcP7Kxy5w4kRIMLJ_LdIfpA,1.0,4.3,511.0
16491,OPERATIONAL,Avellino's Pizzeria & Sports Bar,ChIJYyTCKhy5w4kRErqKqH5BzTk,1.0,4.2,238.0
16492,OPERATIONAL,Dunellen Bagel,ChIJG0dTTxu5w4kR_U8YMhdnLbE,1.0,4.4,212.0
16493,OPERATIONAL,J&G Texas Weiner,ChIJfWNaEAW5w4kR2dXxqJc1Drs,1.0,4.6,490.0
16494,OPERATIONAL,Roscoes Eatery,ChIJeT8sRRu5w4kRpJNQt_UURFY,,4.6,58.0
16495,OPERATIONAL,Clucky Chicken & Wings,ChIJNwxemAW5w4kRy8_wisITtZE,,3.0,2.0
16496,OPERATIONAL,El Creador - Pupuseria - Dunellen,ChIJca3d50q5w4kRyV_QWqV6MUE,,4.0,131.0
16497,OPERATIONAL,Spain Inn,ChIJPdh7JK-5w4kRfVowk7yFH8Y,2.0,4.4,749.0
16498,OPERATIONAL,Carnitas Michuacan,ChIJ648BDXa5w4kRYLjzQcXv6Ms,1.0,3.8,109.0
16499,OPERATIONAL,New Crown Fried Chicken,ChIJVaTTsJi5w4kRx2grK7P9ggQ,,4.4,48.0
16500,OPERATIONAL,Dunkin',ChIJ5zhSpZi5w4kRzXSUfC5hnVg,1.0,3.8,220.0
16501,OPERATIONAL,KFC,ChIJm-4y4L25w4kRuu5T1IV-U7s,1.0,4.0,254.0
16502,OPERATIONAL,Hunan Wok,ChIJ_Wop4L25w4kRzq5YPdYlBqg,2.0,3.7,56.0
16503,OPERATIONAL,Burger King,ChIJx7mGCb65w4kRQDGJnpc2DI0,1.0,3.8,260.0
16504,OPERATIONAL,Otto's Pizza & Pasta,ChIJm5BIHHC5w4kRtbUX5xg0r4c,,5.0,6.0
16505,OPERATIONAL,Govinda's Buffet,ChIJy_JA-ZO5w4kRA0DXpizWfKk,,4.8,26.0
16506,OPERATIONAL,Flying Wings Fish & Chicken,ChIJGeSmEqK5w4kRUpHQGaEhtsU,,4.1,36.0
16507,OPERATIONAL,Mi Ranchito Viejo,ChIJKYlEt5i5w4kRVOd7xZxh8jQ,,3.8,107.0
16508,OPERATIONAL,PIZZA PLANET,ChIJU71edJq5w4kRnk2Lp-21mso,,1.0,1.0
16509,OPERATIONAL,Heavenly Kitchen,ChIJbRDSuZi5w4kRUqWyt-9v6cE,,,
16510,OPERATIONAL,Paulo's BBQ Bar and Restaurant,ChIJp2zQvs-5w4kRQdtxGfeX-uA,2.0,4.2,569.0
16511,OPERATIONAL,Domino's Pizza,ChIJ9ep92dO5w4kRDb-7V-Xx6SM,1.0,2.7,485.0
16512,OPERATIONAL,Papa John's Pizza,ChIJT5MylM-5w4kR0vpKp6p9jRI,1.0,3.6,108.0
16513,OPERATIONAL,Rita's Italian Ice & Frozen Custard,ChIJ__-sEl63w4kRdyx-wZHWo44,1.0,4.4,245.0
16514,OPERATIONAL,El refin mexican restaurant,ChIJa6X_8163w4kR5g-P7rW0aj0,,4.0,188.0
16515,OPERATIONAL,Burger King,ChIJ02cO6F63w4kRZRHfSohZXAw,1.0,3.8,300.0
16516,OPERATIONAL,Bruno's Pizza Factory,ChIJQQ0eb163w4kRJU3PL7rkSfg,1.0,4.2,138.0
16517,OPERATIONAL,The Park Ave Diner,ChIJEfqAsWC3w4kRg1Zd3akI2mk,1.0,4.1,624.0
16518,OPERATIONAL,Szechuan Kitchen,ChIJBQLxSs65w4kRtu8OZwywbhE,1.0,4.2,56.0
16519,OPERATIONAL,Dunkin',ChIJvxUZA163w4kRGDExseEuaMU,1.0,3.6,309.0
16520,OPERATIONAL,Yummy Kitchen,ChIJ3e7o8V63w4kRmdDsjcS6vfs,,3.5,49.0
16521,OPERATIONAL,Dynasty Kitchen,ChIJiXfe8F63w4kRnvoPISDtGBI,1.0,4.3,50.0
16522,OPERATIONAL,China Buffet,ChIJB2msyBGuw4kR22CmF4XZu1Y,1.0,4.1,795.0
16523,OPERATIONAL,Crown Fried Chicken & Grill,ChIJK_hSMMa3w4kREBQQflVGTms,,4.3,36.0
16524,OPERATIONAL,Bagel Bazaar Deli & Grill Of South Plainfield,ChIJ4Rkn68-5w4kRi6R2u6nZQrc,1.0,4.6,106.0
16525,OPERATIONAL,Salerno Pizza Ristorante,ChIJV_Hf8V63w4kRNOxMsciTw6o,,4.3,89.0
16526,OPERATIONAL,House Of Falafel,ChIJf3OuKBa5w4kRnSrynVNfxYA,,4.6,152.0
16527,OPERATIONAL,Mei Huas Restaurant,ChIJ6X6W3tO5w4kRRC3sNbF2Sf4,,3.6,54.0
16528,OPERATIONAL,Rodolfo Restaurant & Pizzeria,ChIJt44LS865w4kRpVE5CBojZFo,1.0,4.0,157.0
16529,OPERATIONAL,QuickChek,ChIJtU6OSs65w4kR9JC5rB1wHkE,,4.1,21.0
16530,OPERATIONAL,Rita's Italian Ice & Frozen Custard,ChIJ__-sEl63w4kRdyx-wZHWo44,1.0,4.4,245.0
16531,OPERATIONAL,El refin mexican restaurant,ChIJa6X_8163w4kR5g-P7rW0aj0,,4.0,188.0
16532,OPERATIONAL,The Park Ave Diner,ChIJEfqAsWC3w4kRg1Zd3akI2mk,1.0,4.1,624.0
16533,OPERATIONAL,Dunkin',ChIJvxUZA163w4kRGDExseEuaMU,1.0,3.6,309.0
16534,OPERATIONAL,Bruno's Pizza Factory,ChIJQQ0eb163w4kRJU3PL7rkSfg,1.0,4.2,138.0
16535,OPERATIONAL,Burger King,ChIJ02cO6F63w4kRZRHfSohZXAw,1.0,3.8,300.0
16536,OPERATIONAL,Bailey's Bistro,ChIJp6F3R2W3w4kRHXB6kuYoKPs,,,
16537,OPERATIONAL,China Buffet,ChIJB2msyBGuw4kR22CmF4XZu1Y,1.0,4.1,795.0
16538,OPERATIONAL,Yummy Kitchen,ChIJ3e7o8V63w4kRmdDsjcS6vfs,,3.5,49.0
16539,OPERATIONAL,Crown Fried Chicken & Grill,ChIJK_hSMMa3w4kREBQQflVGTms,,4.3,36.0
16540,OPERATIONAL,Salerno Pizza Ristorante,ChIJV_Hf8V63w4kRNOxMsciTw6o,,4.3,89.0
16541,OPERATIONAL,Dynasty Kitchen,ChIJiXfe8F63w4kRnvoPISDtGBI,1.0,4.3,50.0
16542,OPERATIONAL,Subway,ChIJLfpzoCa3w4kRWnfMoIsxW1w,1.0,3.1,45.0
16543,OPERATIONAL,Sushi Palace,ChIJeUka6ya3w4kR1qo16tkmHqY,2.0,4.1,605.0
16544,OPERATIONAL,Jade Garden Restaurant,ChIJ9-m11ya3w4kRw3icxaVB6bM,2.0,4.2,68.0
16545,OPERATIONAL,Bagel Cafe & Grill / Newyork Cafe & Grill,ChIJL23QYiS3w4kRiIneUErvME0,1.0,3.9,99.0
16546,OPERATIONAL,Ferraro's Pizzeria,ChIJd-Hm1Sa3w4kRMZhsl9KSYnM,2.0,4.1,114.0
16547,OPERATIONAL,Planet Wings,ChIJ154v5Ca3w4kRMEqbRshqSjI,1.0,4.1,117.0
16548,OPERATIONAL,Elio's Restaurant,ChIJ4Tg71Ca3w4kRBHSS4iX7RQI,2.0,4.4,49.0
16549,OPERATIONAL,Our Place Pizza & Catering,ChIJ0Qk1i9q2w4kRZYH-0Uny4U4,1.0,4.3,63.0
16550,OPERATIONAL,Dunkin',ChIJ1Q40Xtq2w4kR9rfyD5NVcbA,1.0,3.7,152.0
16551,OPERATIONAL,Taco Bell,ChIJr6t-EyS3w4kRoPuWnpF8wSQ,1.0,3.7,827.0
16552,OPERATIONAL,"Cafe Gallo Pizzeria, Italian Restaurant and caterer",ChIJM_UShiS3w4kReq6cYqhSbG8,2.0,4.3,144.0
16553,OPERATIONAL,Persis Biryani Indian Grill,ChIJswk7xk63w4kRuR3zOnSZaIc,,4.3,135.0
16554,OPERATIONAL,Sav Eatery LLC,ChIJeyuwniK3w4kRs-hGPQK9MdE,,,
16555,OPERATIONAL,Wok & Roll,ChIJCxMzaNq2w4kRRIJaGftpSxo,,4.7,137.0
16556,OPERATIONAL,Treasure Garden,ChIJI5ggL7G2w4kR44o-GDAZ-eA,,4.6,15.0
16557,OPERATIONAL,"Three in One Wok, Bar, & Grill",ChIJHXUyLrG2w4kRpr5-m4ISuXs,2.0,4.5,257.0
