,lat_coord,long_coord
0,41.45805555555556,-75.85944444444443
1,41.45805555555556,-75.83489583333333
2,41.45805555555556,-75.81034722222222
3,41.45805555555556,-75.7857986111111
4,41.45805555555556,-75.76125
5,41.45805555555556,-75.73670138888889
6,41.45805555555556,-75.71215277777777
7,41.45805555555556,-75.68760416666667
8,41.45805555555556,-75.66305555555556
9,41.45805555555556,-75.63850694444444
10,41.45805555555556,-75.61395833333333
11,41.45805555555556,-75.58940972222221
12,41.45805555555556,-75.56486111111111
13,41.45805555555556,-75.5403125
14,41.45805555555556,-75.51576388888888
15,41.45805555555556,-75.49121527777778
16,41.45805555555556,-75.46666666666667
17,41.45805555555556,-75.44211805555555
18,41.45805555555556,-75.41756944444445
19,41.45805555555556,-75.39302083333334
20,41.45805555555556,-75.36847222222221
21,41.45805555555556,-75.34392361111111
22,41.45805555555556,-75.319375
23,41.45805555555556,-75.2948263888889
24,41.45805555555556,-75.27027777777778
25,41.45805555555556,-75.24572916666666
26,41.45805555555556,-75.22118055555556
27,41.45805555555556,-75.19663194444445
28,41.45805555555556,-75.17208333333333
29,41.45805555555556,-75.14753472222223
30,41.45805555555556,-75.1229861111111
31,41.45805555555556,-75.09843749999999
32,41.45805555555556,-75.07388888888889
33,41.45805555555556,-75.04934027777777
34,41.45805555555556,-75.02479166666667
35,41.45805555555556,-75.00024305555556
36,41.45805555555556,-74.97569444444444
37,41.45805555555556,-74.95114583333334
38,41.45805555555556,-74.92659722222223
39,41.45805555555556,-74.90204861111111
40,41.45805555555556,-74.8775
41,41.45805555555556,-74.85295138888888
42,41.45805555555556,-74.82840277777777
43,41.45805555555556,-74.80385416666667
44,41.45805555555556,-74.77930555555555
45,41.45805555555556,-74.75475694444444
46,41.45805555555556,-74.73020833333334
47,41.45805555555556,-74.70565972222222
48,41.45805555555556,-74.68111111111112
49,41.45805555555556,-74.6565625
50,41.45805555555556,-74.63201388888888
51,41.45805555555556,-74.60746527777778
52,41.45805555555556,-74.58291666666666
53,41.45805555555556,-74.55836805555555
54,41.45805555555556,-74.53381944444445
55,41.45805555555556,-74.50927083333333
56,41.45805555555556,-74.48472222222222
57,41.45805555555556,-74.46017361111112
58,41.45805555555556,-74.435625
59,41.45805555555556,-74.4110763888889
60,41.45805555555556,-74.38652777777779
61,41.45805555555556,-74.36197916666666
62,41.45805555555556,-74.33743055555556
63,41.45805555555556,-74.31288194444444
64,41.45805555555556,-74.28833333333333
65,41.45805555555556,-74.26378472222223
66,41.45805555555556,-74.23923611111111
67,41.45805555555556,-74.2146875
68,41.45805555555556,-74.1901388888889
69,41.45805555555556,-74.16559027777778
70,41.45805555555556,-74.14104166666667
71,41.45805555555556,-74.11649305555555
72,41.45805555555556,-74.09194444444444
73,41.45805555555556,-74.06739583333334
74,41.45805555555556,-74.04284722222222
75,41.45805555555556,-74.0182986111111
76,41.45805555555556,-73.99375
77,41.45805555555556,-73.96920138888889
78,41.45805555555556,-73.94465277777778
79,41.45805555555556,-73.92010416666668
80,41.45805555555556,-73.89555555555556
81,41.45805555555556,-73.87100694444443
82,41.45805555555556,-73.84645833333333
83,41.45805555555556,-73.82190972222222
84,41.45805555555556,-73.79736111111112
85,41.43841666666666,-75.85944444444443
86,41.43841666666666,-75.83489583333333
87,41.43841666666666,-75.81034722222222
88,41.43841666666666,-75.7857986111111
89,41.43841666666666,-75.76125
90,41.43841666666666,-75.73670138888889
91,41.43841666666666,-75.71215277777777
92,41.43841666666666,-75.68760416666667
93,41.43841666666666,-75.66305555555556
94,41.43841666666666,-75.63850694444444
95,41.43841666666666,-75.61395833333333
96,41.43841666666666,-75.58940972222221
97,41.43841666666666,-75.56486111111111
98,41.43841666666666,-75.5403125
99,41.43841666666666,-75.51576388888888
100,41.43841666666666,-75.49121527777778
101,41.43841666666666,-75.46666666666667
102,41.43841666666666,-75.44211805555555
103,41.43841666666666,-75.41756944444445
104,41.43841666666666,-75.39302083333334
105,41.43841666666666,-75.36847222222221
106,41.43841666666666,-75.34392361111111
107,41.43841666666666,-75.319375
108,41.43841666666666,-75.2948263888889
109,41.43841666666666,-75.27027777777778
110,41.43841666666666,-75.24572916666666
111,41.43841666666666,-75.22118055555556
112,41.43841666666666,-75.19663194444445
113,41.43841666666666,-75.17208333333333
114,41.43841666666666,-75.14753472222223
115,41.43841666666666,-75.1229861111111
116,41.43841666666666,-75.09843749999999
117,41.43841666666666,-75.07388888888889
118,41.43841666666666,-75.04934027777777
119,41.43841666666666,-75.02479166666667
120,41.43841666666666,-75.00024305555556
121,41.43841666666666,-74.97569444444444
122,41.43841666666666,-74.95114583333334
123,41.43841666666666,-74.92659722222223
124,41.43841666666666,-74.90204861111111
125,41.43841666666666,-74.8775
126,41.43841666666666,-74.85295138888888
127,41.43841666666666,-74.82840277777777
128,41.43841666666666,-74.80385416666667
129,41.43841666666666,-74.77930555555555
130,41.43841666666666,-74.75475694444444
131,41.43841666666666,-74.73020833333334
132,41.43841666666666,-74.70565972222222
